#assembly_accession,abundance
GCF_026810785.1,0.009558372464077376
GCF_030295325.1,0.007783404043745114
GCF_000299355.1,0.019705453376975542
GCF_000158195.2,0.007692299287692829
GCF_004115775.1,0.007027692062801777
GCF_019278425.1,0.010297664197031861
GCF_900660705.1,0.010245158125811341
GCF_000319225.1,0.005482292502002582
GCF_027161265.1,0.007267402667153436
GCF_947251605.1,0.008519170589834563
GCF_016598755.1,0.003605388690866606
GCF_001653755.1,0.015518209312425818
GCF_015775515.1,0.0035696928209709646
GCF_009708755.1,0.009699029536479255
GCF_026725475.1,0.019848608062627594
GCF_025914115.1,0.01020536384991643
GCF_030503615.1,0.027866341567042912
GCF_018687635.1,0.006666211329223232
GCF_026240815.1,0.02498078891827783
GCF_026013705.1,0.030915075250407462
GCF_019904195.1,0.006580691613030399
GCF_018127805.1,0.006795195207095806
GCF_001182145.1,0.002807628669415189
GCF_000237285.1,0.028852837271669613
GCF_000173815.1,0.0228594838320749
GCF_001623605.1,0.009304519348503666
GCF_013204885.1,0.006558927555958113
GCF_001187845.1,0.013465329441428555
GCF_019382495.1,0.0336105223746401
GCF_000785705.2,0.004207682103832528
GCF_000013705.1,0.018941289258153138
GCF_016403105.1,0.2454514665921178
GCF_002892045.1,0.003925069221650345
GCF_001703595.1,0.008138281495351233
GCF_001753185.1,0.008736155221545442
GCF_021282625.2,0.04665985786229432
GCF_029892065.1,0.007461238248111585
GCF_011751745.2,0.005619224323476161
GCF_009789655.1,0.015869439891368086
GCF_022533585.1,0.010895207801870602
GCF_904528075.1,0.04703970099534868
GCF_001412595.2,0.002477637507924114
GCF_024498955.1,0.061600128831043044
GCF_015040615.1,0.01028749085516631
GCF_003594815.1,0.004853628647105109
GCF_947498895.1,0.0342146736764609
GCF_900115095.1,0.013736520967944504
GCF_016859185.1,0.05085654427379832
GCF_017825375.1,0.008404624063623117
GCF_014763805.1,0.01333538419263386
