#assembly_accession,abundance
GCF_014217355.1,0.013370544403392885
GCF_000751255.1,0.026931057103124496
GCF_004355225.1,0.03141352779954971
GCF_000785105.2,0.0011135072509851174
GCF_025919585.1,0.012562678513517849
GCF_029625395.1,0.0018357266343627802
GCF_019195275.1,0.008096934486594164
GCF_000968175.1,0.022870883143647762
GCF_001630115.1,0.001712101531037485
GCF_900537175.1,0.013605888623263255
GCF_023702695.1,0.004336759092164541
GCF_001683355.1,0.07512809430192156
GCF_000317025.1,0.0034616805896683298
GCF_011299095.1,0.14708238033947682
GCF_003184205.1,0.00818368643377711
GCF_900107775.1,0.010847123150892389
GCF_019703835.1,0.004936015124913019
GCF_900639955.1,0.003971475315142024
GCF_018687535.1,0.004784093508989135
GCF_023746555.1,0.004446135535237154
GCF_003024845.1,0.006581890808267018
GCF_018367475.1,0.005112465614292186
GCF_016864235.1,0.014411146256930534
GCF_002157895.1,0.013206496345403471
GCF_000284215.1,0.0099127154087151
GCF_031583475.1,0.018036456962835578
GCF_014104055.1,0.16428670999231798
GCF_016599735.1,0.0164062054137376
GCF_014705945.2,0.006062701607949513
GCF_000023125.1,0.023349993531480033
GCF_030519515.1,0.0023585666294290283
GCF_018228725.1,0.011329418869483236
GCF_026967475.1,0.005932619574609404
GCF_022832715.1,0.03561300368673305
GCF_002209385.1,0.0013316855391033527
GCF_013814485.1,0.02790777953323159
GCF_018516785.1,0.002299128730402211
GCF_027943965.1,0.012249241070049896
GCF_003732265.1,0.004217203954739983
GCF_012427705.1,0.025320810149250035
GCF_024362185.1,0.043267774214360344
GCF_021117075.1,0.00253917491439365
GCF_000801315.1,0.016859887301144127
GCF_005671395.1,0.011188572778262063
GCF_029000325.1,0.0012946475171262501
GCF_025309455.1,0.006097503875579501
GCF_011038735.1,0.0906556003316159
GCF_004193915.1,0.004938953604030062
GCF_009834345.1,0.011899264954933864
GCF_014192415.1,0.0046420879479358666
