#assembly_accession,abundance
GCF_000319185.1,0.0032048257427467614
GCF_012516495.1,0.008786550071769893
GCF_010365805.1,0.00020850714727861243
GCF_027941775.1,0.0017476356534765628
GCF_000277165.1,0.0005909281560749781
GCF_000968055.1,0.012672455203435455
GCF_001712875.1,0.0011194559706444473
GCF_018372955.1,0.005315232394083632
GCF_026643495.1,0.0040722501628018895
GCF_004119195.1,0.014530853824839469
GCF_018831625.1,0.0019705967726167573
GCF_001029245.1,0.001191153302072332
GCF_026130295.1,0.0025627576086623433
GCF_002355135.1,0.0001439052548423965
GCF_963526765.1,0.00206632401041177
GCF_001945665.1,0.004243184577470956
GCF_003019315.1,0.0007650482218954961
GCF_004115815.1,0.0032386069498165676
GCF_008327825.1,0.0022793741712871067
GCF_032082925.1,0.0005313905346169351
GCF_029963915.1,0.004426758647124915
GCF_002688585.1,0.0010776055797874007
GCF_000875755.1,0.0022686066936778836
GCF_004379335.1,0.0003702389887488576
GCF_023585825.1,0.0006108649659715765
GCF_012276695.1,0.004425766996370536
GCF_017084445.1,0.00029506512240290813
GCF_030440275.1,0.0074923773189746
GCF_000565175.1,0.00033784550314391176
GCF_000439455.1,0.0007478176921899378
GCF_030550815.1,0.002914883587945451
GCF_019977655.1,0.0011428275791985749
GCF_027125355.1,0.0052783969907238505
GCF_024584135.1,0.0001993848636806449
GCF_021852385.1,0.0010256320838572762
GCF_000292685.1,0.0012854318441610237
GCF_003015245.1,0.0026302099366919346
GCF_014636355.1,0.003452091964359638
GCF_003072465.1,0.0008347371498902176
GCF_032557795.1,0.0014094248926299433
GCF_010537155.1,0.00023625605255274927
GCF_001761325.1,0.000727307928058553
GCF_947250775.1,0.002584537704270343
GCF_000709555.1,0.0009965780810606898
GCF_032480655.1,0.013052886054402147
GCF_021367215.1,0.0015738570965319666
GCF_000508245.1,0.0005511221492258962
GCF_026222555.1,0.00045100951338076416
GCF_006334415.1,0.0005875538970493886
GCF_947251705.1,0.0018879886226719719
GCF_029625315.1,0.0007099282102101531
GCF_020911945.1,0.006862153502781893
GCF_001568025.1,0.0003018377238384505
GCF_004345785.1,0.001842657561146274
GCF_002893765.1,0.0014725826229145735
GCF_002831685.1,0.00023486987553023698
GCF_947250465.1,0.000962394483132274
GCF_029856955.1,0.0048604470770770665
GCF_020686625.1,0.004388685109799331
GCF_947331815.1,0.0011830103343163899
GCF_004684875.1,0.001635621717046709
GCF_028872215.1,0.000589175556831364
GCF_003515805.1,0.001364011450126509
GCF_019203185.1,0.002146923756785042
GCF_019127145.1,0.005645145571383004
GCF_029760915.1,0.0006725613233431249
GCF_000764555.1,0.002801720654697703
GCF_032840035.1,0.01633993442553263
GCF_904848675.1,0.0012852520302962978
GCF_001608445.1,0.00022404476418946096
GCF_003443715.1,0.0004151699858909116
GCF_003387355.1,0.002151545640270796
GCF_001682195.2,0.0005455322659751615
GCF_000828715.1,0.009644147430713366
GCF_000020985.1,0.00216273495091253
GCF_007362475.1,0.0011316585932615942
GCF_017132675.1,0.0006818263748238472
GCF_019278545.1,0.0005487367894616204
GCF_000751515.1,0.002420562368611615
GCF_000319225.1,0.0007135370954057346
GCF_002022625.1,0.004719108696693316
GCF_011100465.1,0.0030179113440041458
GCF_000265385.1,0.0001135962082525407
GCF_024804185.1,0.0038480345109740506
GCF_013394165.1,0.0085025326753455
GCF_001889165.1,0.0009508845062353334
GCF_026914285.1,0.006965750653735093
GCF_002302535.1,0.00030797390134215327
GCF_019357535.1,0.001082563716371858
GCF_029395555.1,0.008031033696659159
GCF_002368115.1,0.0011810390687782776
GCF_026810225.1,0.0007127322817333741
GCF_026194185.1,0.0005516802755850067
GCF_030167035.1,0.00048274029282742713
GCF_028747805.1,0.0014243883414254892
GCF_000016545.1,0.00453484605725727
GCF_000242895.2,0.004494745590232724
GCF_000167255.1,0.0029981572636986124
GCF_001884135.1,0.001226432960701931
GCF_020342415.1,0.0007273898807070185
GCF_020535165.1,0.0015591417241799888
GCF_030915385.1,0.006668409673576161
GCF_009002475.1,0.0007454224686471552
GCF_014109825.1,0.001558140027976283
GCF_003667785.1,0.0013320903967371305
GCF_000521605.1,0.000413795695074173
GCF_002208925.2,0.0006454226562495038
GCF_004005475.1,0.0001349067836752943
GCF_001722135.1,0.008887066941259243
GCF_001020485.1,0.0001922853422957929
GCF_902728125.1,0.0008842488255126255
GCF_000332115.1,0.0016176859022280536
GCF_031984165.1,0.0032994054484028965
GCF_024730665.1,0.0006506125213531661
GCF_009740005.1,0.001352647471096094
GCF_029814825.1,0.004137969490350373
GCF_002285635.2,0.0011022579524253377
GCF_900637075.1,0.0015563234973447442
GCF_030913635.1,0.001862013330018845
GCF_000317575.1,0.0004889452380380285
GCF_005885815.1,0.0007196684468982706
GCF_003019735.1,0.0003306494963450726
GCF_008274585.1,0.002830643957886074
GCF_009689585.1,0.0013952072827175112
GCF_900637105.1,0.0020456282807418493
GCF_016804365.1,0.0009715223585818782
GCF_009025875.1,0.000267396557435779
GCF_004139715.1,0.00036095786655822044
GCF_900141635.1,0.0002225834171376098
GCF_024746035.1,0.0011927167813495347
GCF_000091325.1,0.000619993443209986
GCF_023674465.1,0.002089319165015512
GCF_963520575.1,0.00541870531019713
GCF_003438245.1,0.0012585724158647217
GCF_900215345.1,0.0008909144375154786
GCF_017638925.1,0.0003915948284386509
GCF_029836695.1,0.000997237413800729
GCF_001642085.1,0.00031410976821095933
GCF_027474825.1,0.00524226666886774
GCF_033686385.1,0.0017980054523751004
GCF_002831605.1,0.0027080931809302885
GCF_008830385.1,0.0013218780989460086
GCF_001264245.1,0.0008964286733145651
GCF_023022965.1,0.00048728481296006563
GCF_013377235.1,0.0017669505925698196
GCF_027683025.1,0.005660150292998894
GCF_001307805.1,0.005590215697862961
GCF_023712515.1,0.0020946595986005437
GCF_030016155.2,0.000867988967211713
GCF_021531925.1,0.00405972365774145
GCF_023546805.1,0.004785017016104076
GCF_000818095.1,0.00012569387741982133
GCF_904846295.1,0.0016689063084045978
GCF_018687515.1,0.002199688070696007
GCF_014295415.1,0.0006746279035919086
GCF_023373605.1,0.0007591552787177494
GCF_023502625.1,0.006459238636500972
GCF_014890275.1,0.00032557138036831825
GCF_011045635.1,0.0036112336151145107
GCF_016465935.1,0.001753317914894404
GCF_009734345.1,0.0017997980072584692
GCF_030770265.1,0.004468598896754765
GCF_018860855.1,0.001203956762659699
GCF_024029335.1,0.0018570877001572066
GCF_001064605.1,0.0009692148116416705
GCF_002192215.1,0.0028079290833821543
GCF_015845835.1,0.0036288305572737224
GCF_001932535.1,0.00276455566239939
GCF_028747625.1,0.0013973410081810295
GCF_002831565.1,0.0007522369620683485
GCF_016888665.1,0.001600333700605097
GCF_003813885.1,0.004930937224056825
GCF_018687675.1,0.001192948331359374
GCF_024498295.1,0.0012770873216129488
GCF_001896025.1,0.0027024354140584798
GCF_028201475.1,0.0016401751959867633
GCF_009928525.1,0.0005645290484983038
GCF_000266925.1,0.0011562634368659534
GCF_016859145.1,0.0014761042095228498
GCF_024347155.1,0.004570011724002764
GCF_002355555.1,0.00024288269962864087
GCF_000025105.1,0.002217123370873091
GCF_902373985.1,0.006436062676673814
GCF_017352215.1,0.0009385288711472782
GCF_003074435.1,0.023070766580062893
GCF_013401555.1,0.0042219645008182115
GCF_015058625.1,0.001974348091441611
GCF_030012985.1,0.0008209086061283522
GCF_001420695.1,0.002306788768894126
GCF_018688095.1,0.00163355203118729
GCF_030295705.1,0.0066559088291146
GCF_027923765.1,0.0016330785869854837
GCF_900120375.1,0.0023550803071075484
GCF_013346305.1,0.0012111860839115946
GCF_023650495.1,0.001153907453754055
GCF_018913345.1,0.0017728546185277088
GCF_023283565.1,0.001369898919310564
GCF_000740735.1,0.0030124369761140796
GCF_000212735.1,0.00026479927257947204
GCF_030181805.1,0.0040984696746985206
GCF_031583205.1,0.002424139556468553
GCF_903936295.1,0.0006201380506605208
GCF_008298035.1,8.2013190762086e-05
GCF_002006995.1,0.0031651143920794324
GCF_003323795.1,0.005602532830465876
GCF_019968745.1,0.0011502414343662214
GCF_009914055.1,0.0004984575835838479
GCF_000010945.1,0.0008826937869786271
GCF_014168815.1,0.0069676354523838255
GCF_001063455.1,0.0007712259037656504
GCF_030253515.1,0.011838135540485907
GCF_013816795.1,0.00984030520970345
GCF_009495675.1,0.0007180226750626201
GCF_030440425.1,0.0013875157647316042
GCF_009738185.1,0.01278773580842281
GCF_006517275.1,0.0017099001331497465
GCF_000934545.1,0.0027760767870274755
GCF_002692925.1,0.0003641546147582612
GCF_013280485.1,0.002259248206547609
GCF_007674065.1,0.0005323190037073803
GCF_013797615.1,0.0015866286304685878
GCF_023523925.1,0.010844330012031032
GCF_004551645.1,0.0005256711379391821
GCF_005304985.1,0.0004207278088642307
GCF_003667615.1,0.002589594427521091
GCF_007993755.1,0.0020356773582620308
GCF_018207515.1,0.005072179034276437
GCF_004153735.1,0.0025076597695092564
GCF_963516055.1,0.002228462399334168
GCF_005960665.1,0.0014861676832372895
GCF_015534835.1,0.001064159290304141
GCF_017901135.1,0.0002528356368955234
