#assembly_accession,abundance
GCF_001484825.1,0.008659132461156882
GCF_900118515.1,0.003170944139442379
GCF_013201825.1,0.0019400672383574748
GCF_023612375.1,0.002102461678813153
GCF_012934885.1,0.00044115552520789734
GCF_003346775.1,0.00171246733482297
GCF_003363775.1,0.002378475973924994
GCF_030436205.1,0.001581757212870531
GCF_000400955.1,0.0008435200256438615
GCF_002999355.1,0.00043669287088234543
GCF_014231045.1,0.0007879020522707827
GCF_016865445.1,0.0034923523611785036
GCF_003711085.1,0.0018025652419911868
GCF_013008635.1,0.00171040384014765
GCF_012934855.1,0.003559945601711602
GCF_001936295.1,0.0023827641845127413
GCF_003544935.1,0.0006565233169299387
GCF_016458825.1,0.0009844066899603568
GCF_902373915.1,0.0043423528485858455
GCF_024582715.1,0.0018820044118443245
GCF_019873825.1,0.005840040622167399
GCF_014857065.1,0.001421123259566948
GCF_000012565.1,0.00035400106150938835
GCF_938033085.1,0.006926059010477857
GCF_000477415.1,0.0008995014634668165
GCF_027697285.1,0.0014318355634929374
GCF_001406275.1,0.0016189395258503854
GCF_004214795.1,0.0015920601551922665
GCF_013348745.1,0.0007988398273101697
GCF_934924865.1,0.0003287150046774079
GCF_000577895.1,0.002752794404874585
GCF_000807175.1,0.0018255347590323753
GCF_026278265.1,0.0021183088963591702
GCF_010365785.1,0.004321220958408376
GCF_900660645.1,0.001736055507349762
GCF_000224105.1,0.00021865674726404395
GCF_023035815.1,0.0032990335286602656
GCF_002688585.1,0.004070422504001401
GCF_012317385.1,0.0006825672674481488
GCF_018336475.1,0.004185032980553125
GCF_026870175.2,0.003826913976316489
GCF_004015185.1,0.000904510609144126
GCF_003669035.1,0.001953900459865579
GCF_918342435.1,0.00041046386921021895
GCF_024498275.1,0.0002962727525451533
GCF_016767215.1,0.0009792058311668408
GCF_023278045.1,0.018049733641537776
GCF_001598195.1,0.0006229221287620225
GCF_025947285.1,0.001413261944751405
GCF_013389595.1,0.0009781489385687616
GCF_900120235.1,0.006645863969019861
GCF_009799805.1,0.0027373814415428467
GCF_001439985.1,0.00022449814402132831
GCF_025617515.1,0.0006529642281074536
GCF_003076455.1,0.003436172995700122
GCF_007665555.1,0.0022139200738112547
GCF_014068355.1,0.002855909333807085
GCF_001832885.1,0.0010887151273988225
GCF_023205095.1,0.011965698302529129
GCF_003429225.1,0.003772806211933421
GCF_003815655.1,0.0025842818892833326
GCF_031930045.1,0.00023798015167610844
GCF_002902105.1,0.005116491011197091
