#assembly_accession,abundance
GCF_022369455.1,0.023084461026288916
GCF_028864635.1,0.00459752559967406
GCF_006364615.1,0.010037841981706395
GCF_003019985.1,0.004991536434252776
GCF_021535135.1,0.08101369941923525
GCF_001617605.1,0.0039020795199585265
GCF_000756715.1,0.061992718361345234
GCF_000186225.1,0.025451777673881744
GCF_013487945.1,0.005296252462105847
GCF_014645175.1,0.010454324384490248
GCF_003605145.1,0.009807879705795112
GCF_026109735.1,0.004610277815513762
GCF_026791895.1,0.0016670796654053815
GCF_030718935.1,0.01703855019284261
GCF_013282745.1,0.031301114631044916
GCF_001999905.1,0.017411211005342812
GCF_007970805.1,0.04759908084993018
GCF_910573945.1,0.01504241908046423
GCF_023746555.1,0.041569731998975526
GCF_022871045.1,0.04133579716177155
GCF_000834395.1,0.013281614767331832
GCF_004087915.1,0.009369902532926766
GCF_000018945.1,0.012542291127373753
GCF_019187415.1,0.004934541599341647
GCF_006494715.1,0.010874027219938241
GCF_002318615.1,0.048719146607678884
GCF_003957745.1,0.005370132973073284
GCF_016593255.1,0.013745184472398052
GCF_024707505.1,0.005721816106473402
GCF_000212415.1,0.09934796703507123
GCF_018847315.1,0.003964022712910037
GCF_003818115.1,0.014916193808582468
GCF_024181025.1,0.010292475315263424
GCF_029635795.1,0.00934235871428961
GCF_937891345.1,0.004792124879666503
GCF_012273235.1,0.0037177078272285866
GCF_002237445.1,0.04036705389067382
GCF_032483655.1,0.007720128584385072
GCF_009388985.1,0.01648692363275537
GCF_004124275.1,0.0020712151829001702
GCF_025140295.1,0.019390242347706782
GCF_030035605.1,0.025165711820936933
GCF_003731985.1,0.010932008864124303
GCF_000805675.1,0.014865397047043571
GCF_017968885.1,0.048841617340329053
GCF_003609795.1,0.010751714927855224
GCF_019704135.1,0.01833950448283208
GCF_030440535.1,0.035832225926821726
GCF_014843515.1,0.00806552781887616
GCF_033798665.1,0.012033861463186935
