#assembly_accession,abundance
GCF_004116555.1,0.005708480600974356
GCF_030548625.1,0.005885574909380683
GCF_028439365.1,0.00445730217777542
GCF_030437945.1,0.013023556981947777
GCF_030295325.1,0.01083952182731737
GCF_003859915.1,0.015897950997947257
GCF_009730595.1,0.04073201357443995
GCF_001029245.1,0.014905126252762803
GCF_000709435.1,0.08685161727287141
GCF_026810365.1,0.005807455029695418
GCF_017948305.1,0.0021465939331302307
GCF_002804205.1,0.007568726213764003
GCF_004103695.1,0.006220317361849122
GCF_016865215.1,0.024761933665387953
GCF_947250515.1,0.015092724013666393
GCF_000737775.1,0.04542483286156825
GCF_000364165.2,0.006787714407238659
GCF_000027185.1,0.0358949631566545
GCF_027941815.1,0.024992830704525
GCF_015666945.1,0.03129925350985585
GCF_030127205.1,0.006648318239090887
GCF_020541225.1,0.005032408689248787
GCF_002022685.1,0.0029918973074896157
GCF_023278545.1,0.051368724304897855
GCF_001562125.1,0.013902504159998533
GCF_010093045.1,0.014653710398790104
GCF_029691985.1,0.03383227778472845
GCF_027925025.1,0.005874631655934275
GCF_000517405.1,0.034484671614646634
GCF_004155045.1,0.06357731615215906
GCF_026642215.1,0.002415228367655543
GCF_945948545.1,0.01333873656511128
GCF_023101065.1,0.0643419052976989
GCF_001655595.1,0.006739100309035368
GCF_007830495.1,0.008352517935642385
GCF_900105095.1,0.004335320819070056
GCF_014217565.1,0.00989068524433557
GCF_023330665.1,0.018236637135697488
GCF_012910785.2,0.01749623506959182
GCF_020096995.1,0.0075695669420369855
GCF_901827205.1,0.03031415161134614
GCF_019575955.1,0.011173665196528987
GCF_004001265.1,0.010536627010206027
GCF_017569225.1,0.021170016611049627
GCF_028747205.1,0.007544417420686169
GCF_017825375.1,0.09113003569472769
GCF_000497445.1,0.006697183191566851
GCF_009789635.1,0.010096839047018144
GCF_001746855.1,0.007772396256870397
GCF_021442325.1,0.014183784514388098
