#assembly_accession,abundance
GCF_005843985.1,0.0006400490825212419
GCF_001274875.1,0.0017142502358283747
GCF_007858495.1,0.0005627265343904219
GCF_000524555.1,0.0001519531847065784
GCF_018831625.1,0.0010184236399652033
GCF_001878855.1,0.008215741344688233
GCF_000815065.1,0.0005560351339727708
GCF_012317385.1,0.0018619845248459951
GCF_022429645.1,0.002171470220417995
GCF_002795265.1,0.00937957720327206
GCF_000023905.1,0.001046810375764694
GCF_022369475.1,0.0014240310025368933
GCF_000565175.1,0.0015967381836838293
GCF_019396865.1,0.0035253611298765915
GCF_000222305.1,0.0029705321868783753
GCF_000021065.1,0.0012016005320810467
GCF_002201315.1,0.0031354423499854915
GCF_000973545.1,0.0011455306010256393
GCF_900105145.1,0.0006649207426417473
GCF_024584135.1,0.0006122754653832181
GCF_029542625.1,5.618086486255492e-05
GCF_000968055.1,0.0011867592964495929
GCF_028655895.1,0.0013838124174346182
GCF_027125355.1,0.00024153489156149651
GCF_002101295.1,0.0032474641077726387
GCF_022429565.1,0.0012666271488614193
GCF_000724225.2,0.00046933779003383735
GCF_033546815.1,0.0004269186759941919
GCF_014525455.1,0.004212316923927478
GCF_002723495.1,0.0010719712222143666
GCF_918697755.1,0.0030316345123281418
GCF_003363775.1,0.006038508657474322
GCF_024918955.1,0.0018932125480255505
GCF_030550815.1,0.0005810390081401912
GCF_019977655.1,0.0007839501958055518
GCF_021043725.1,0.0012756431699101642
GCF_026810945.1,0.002365722914918937
GCF_000011225.1,0.0016079375087897495
GCF_013365495.1,0.0010261013148544235
GCF_018336475.1,0.0018387516259694542
GCF_947251705.1,0.009305251606070675
GCF_001439985.1,0.0007165216365011303
GCF_001989455.1,0.000989235443044395
GCF_009935735.1,0.0018208440520154424
GCF_947251515.1,0.0009636458746538123
GCF_900128265.1,0.0011172286963809697
GCF_021054785.1,0.0016651132438058542
GCF_025919725.1,0.001699509495847281
GCF_018141165.1,0.0007450807864686213
GCF_030915445.1,0.00011372244895801384
