#assembly_accession,abundance
GCF_023612375.1,0.0030863602467347336
GCF_000340795.1,0.015289288778654814
GCF_022129025.1,0.04165517043078316
GCF_001534665.1,0.0075855054328090215
GCF_020138255.1,0.010179537900773899
GCF_011290385.1,0.007007171098552549
GCF_024339025.1,0.004942056645226557
GCF_000513475.1,0.00228597037438019
GCF_030915445.1,0.02281813615303361
GCF_000508245.1,0.015509171927326607
GCF_947251505.1,0.017846211520197837
GCF_900104785.1,0.007258603341954373
GCF_947250615.1,0.00291199650152755
GCF_001310225.1,0.03408635299084694
GCF_027594405.1,0.005799934299509778
GCF_003429245.1,0.07188595017849178
GCF_003812125.1,0.034618412618818206
GCF_020524035.2,0.005599434262225619
GCF_904830925.1,0.02181849488297329
GCF_001456155.1,0.00462425723587933
GCF_009796765.1,0.0147575488605885
GCF_024181085.1,0.048101406822383994
GCF_026109735.1,0.02523336399281382
GCF_014334015.1,0.024521202970626474
GCF_001908375.1,0.010300728487421992
GCF_001719105.1,0.024012438264555208
GCF_030758315.1,0.04598578783556599
GCF_002812565.2,0.007287797249050425
GCF_030450055.1,0.008963156601611583
GCF_016864555.1,0.02069589820528285
GCF_008692865.1,0.005400742397660352
GCF_029761915.1,0.0026602682230600777
GCF_003207825.1,0.004569723012499356
GCF_000227685.2,0.01967662529517223
GCF_000143965.1,0.010227324656866184
GCF_001577365.1,0.021529455787555083
GCF_003402535.2,0.06907316021731681
GCF_031456305.1,0.04615778732144255
GCF_900105305.1,0.0053117937322373415
GCF_900143685.1,0.010916210692728419
GCF_018408275.1,0.019078738322432117
GCF_000696595.1,0.008065409476631546
GCF_023168385.1,0.004833042553159145
GCF_030064675.1,0.028384380158631317
GCF_028416635.1,0.0010943007093695504
GCF_006494775.1,0.004223211294394765
GCF_001294605.1,0.014370544788284138
GCF_000836695.1,0.09905532214108613
GCF_019599145.1,0.05281858582580047
GCF_002356195.1,0.005886027283071758
