#assembly_accession,abundance
GCF_002795265.1,0.00046762453315879753
GCF_024362345.1,0.002899745379861986
GCF_000012345.1,0.0023987349960369487
GCF_000262715.1,0.005505177425964706
GCF_001886495.1,0.00534213200957483
GCF_027627555.1,0.0027257950705426703
GCF_003072465.1,0.0004244425077450149
GCF_001654795.1,0.003345526009687003
GCF_006380995.1,0.0004772700376237707
GCF_001715535.1,0.000868171739089381
GCF_002356075.1,0.0007047030487919126
GCF_023008245.1,0.0005047035473961733
GCF_963526765.1,0.0019199560767996847
GCF_003226855.1,0.0001312651143690217
GCF_004120535.1,0.004014188042914559
GCF_000334435.1,0.004596505279462749
GCF_000471965.1,0.0031108224844494433
GCF_000941095.1,0.005036990883920717
GCF_001941525.1,0.0008243471454197419
GCF_024582695.1,0.0008805369551821921
GCF_001239205.1,0.0006140712363787741
GCF_000724225.2,0.002160771873762049
GCF_011290385.1,0.00030633548212948794
GCF_014201705.1,0.0006965510652372777
GCF_000500935.1,0.004137094608835072
GCF_002688685.1,0.0010327158609943657
GCF_023585745.1,0.0006761664563665105
GCF_004214815.1,0.002481855341208507
GCF_951337345.1,0.0023739973445112018
GCF_008633215.1,0.0012645489550318235
GCF_002736285.1,0.005969313136220956
GCF_002019915.1,0.0019475774171074456
GCF_026571735.1,0.0038387974516470094
GCF_029854295.1,0.008097196594837357
GCF_023585685.1,0.002421744335123798
GCF_000026765.1,0.0031222895964348207
GCF_009832035.1,0.005377735389745983
GCF_014084025.1,0.0007923812711900281
GCF_009829985.1,0.0022702098690657916
GCF_022440785.1,0.005787451824623125
GCF_018917145.1,0.0017195225488456352
GCF_021600285.1,0.0010560487877372883
GCF_900143115.1,0.0006766631262587284
GCF_000170735.1,0.001281143322464649
GCF_003019315.1,0.00047439843809726697
GCF_003698095.1,0.0007340091394024262
GCF_024339025.1,0.0019868782901498864
GCF_012897855.1,0.0011747082807194286
GCF_027125355.1,0.000801055154515827
GCF_002240055.1,0.0011245366391239207
GCF_003346815.1,0.0007181339733188757
GCF_019622585.1,0.0017840389744035719
GCF_002701265.1,0.0006276951016528093
GCF_007992875.1,0.0020477434203079055
GCF_022429565.1,0.0013865785890376252
GCF_000565215.1,0.002366374099655855
GCF_000340795.1,0.0007079608915643936
GCF_001887175.1,0.0013054888299642966
GCF_940677205.1,0.0029110198692386545
GCF_000513475.1,0.0016804083297836058
GCF_013367955.1,0.0026263695578307832
GCF_030586705.1,0.005099654176897623
GCF_948488425.1,0.0038360091418242885
GCF_003339775.1,0.0008774625440261388
GCF_032595975.1,0.0016693955679622633
GCF_002028345.1,0.001169164611867848
