#assembly_accession,abundance
GCF_902166135.1,0.0005987371002875039
GCF_026643255.1,0.0014309448240492142
GCF_003609735.1,0.009661361779650593
GCF_011064265.1,0.004008495428784914
GCF_019357495.1,0.009878919387948309
GCF_022817855.1,0.0005774299090125185
GCF_004295685.1,0.004149601076871996
GCF_003076455.1,0.0019106521839767647
GCF_011304195.1,0.0008477413093151798
GCF_001653955.1,0.0063789791663094834
GCF_900636885.1,0.00537807066591933
GCF_900187075.1,0.0020250796479444255
GCF_947251865.1,0.0057938356209196636
GCF_000022325.1,0.0012248046215201345
GCF_000144695.1,0.0005607525787311569
GCF_007676755.1,0.00538901217968679
GCF_003814385.1,0.0006390949771316479
GCF_008935055.1,0.0010724410867422383
GCF_000304455.1,0.0010812146698303898
GCF_025561445.1,0.001437666048881337
GCF_009725705.1,0.0016508345233385282
GCF_002251565.1,0.0023428580215064175
GCF_002022625.1,0.0014710210532848586
GCF_011009015.1,0.0030041924716872935
GCF_003812125.1,0.0004616790408081233
GCF_030295915.1,0.0012204794828611493
GCF_003352005.1,0.005443636248980616
GCF_000527695.1,0.0012392369118884824
GCF_029906405.1,0.0024195816520767546
GCF_001281405.1,0.0046172983130534475
GCF_015275785.1,0.0009698526184223517
GCF_009762775.1,0.0014520055724872537
GCF_015218165.1,0.0007913434942627965
GCF_014844995.1,0.0028261784994689605
GCF_020089405.1,0.005245709078075522
GCF_003590075.1,0.0012735078779773077
GCF_004803855.2,0.0024995408752069652
GCF_900009275.2,0.0017566365944867016
GCF_029774155.1,0.0015341689685121327
GCF_003812445.1,0.0004526317529899181
GCF_002201795.1,0.0005700062796835464
GCF_019702905.1,0.0009751036931023233
GCF_003971235.1,0.0003589966507573321
GCF_033439925.1,0.0013040183428205405
GCF_023516215.1,0.001270060034810323
GCF_001645685.2,0.0029853283935208966
GCF_031928185.1,0.0016223969572560126
GCF_009678805.1,0.004069918306740238
GCF_022832815.1,0.005268235691641199
GCF_009834045.1,0.0012078617471590184
GCF_023650455.1,0.0012997069951462307
