#assembly_accession,abundance
GCF_025837015.1,0.07824266971378287
GCF_019537175.1,0.0030227705604781324
GCF_947251485.1,0.0029162377467678593
GCF_947251625.1,0.0029484515706142056
GCF_000953135.1,0.0024491295959102937
GCF_008000875.1,0.00241238828071849
GCF_011465255.1,0.005211463704811332
GCF_010120715.1,0.003942223092649639
GCF_015159555.1,0.00855497613697989
GCF_002849835.1,0.0052916372486197846
GCF_000236705.1,0.0037404615551169915
GCF_903969135.1,0.0061683483458098804
GCF_011524435.1,0.0052306140323876826
GCF_033675425.1,0.005870311274941996
GCF_018682735.1,0.021081972957027954
GCF_900476075.1,0.003813649133802835
GCF_009759805.1,0.007613180348752596
GCF_020511155.1,0.003468582931508785
GCF_025147085.1,0.05872933993220845
GCF_027944005.1,0.002629134555065392
GCF_000186225.1,0.0037275012133299893
GCF_001998805.1,0.00825709740501838
GCF_002836715.1,0.02013583242924801
GCF_024789105.1,0.013524088527327068
GCF_024347635.1,0.003871944169295908
GCF_002085735.1,0.002878772065590111
GCF_003369875.1,0.009172055885711588
GCF_000014205.1,0.002512701567087839
GCF_003044995.1,0.003872265359215661
GCF_026130645.1,0.01172512488952145
GCF_001282135.1,0.005781896281905341
GCF_900683745.1,0.0024518798795959023
GCF_017498265.1,0.006116937807384433
GCF_017169525.1,0.003294521513785636
GCF_958348835.1,0.05557188138900086
GCF_010222815.1,0.011883445668423462
GCF_032395385.1,0.010381555053492619
GCF_002278095.1,0.03868429959347096
GCF_000235585.1,0.041861905244301896
GCF_010092985.1,0.0017291830083970827
GCF_019454065.1,0.0020944420178660786
GCF_019703325.1,0.007961196011036896
GCF_002214625.1,0.0013792555853629552
GCF_009363775.1,0.004078795672253274
GCF_010646885.2,0.021887757555153077
GCF_000190635.1,0.007795523675056409
GCF_002157895.1,0.005732078824322078
GCF_902170425.1,0.004421395546923978
GCF_001889025.1,0.0074616810573986175
GCF_958426515.1,0.001273935701000603
GCF_030179035.1,0.0015472272300954767
GCF_900635955.1,0.014210498427980518
GCF_018326425.1,0.005281840348035761
GCF_019968705.1,0.002971662846596403
GCF_009363095.1,0.0015234846142221886
GCF_001444425.1,0.002037813187637369
GCF_030841675.1,0.02231789467552958
GCF_002880615.1,0.0065411685365564355
GCF_023314135.1,0.010406945775768221
GCF_002162035.1,0.0057536961099022375
GCF_014235805.1,0.0021275452272651136
GCF_009176645.1,0.0021641494764619595
GCF_003112455.1,0.0062878383215257865
GCF_013004065.1,0.0035927615646397177
GCF_031583145.1,0.016411727910617666
GCF_016865255.1,0.003052281369579024
GCF_027492335.1,0.014796937432387483
GCF_016834455.1,0.024706425631859503
GCF_000808455.1,0.00818927433284678
GCF_900638585.1,0.018080960832703403
GCF_013747755.1,0.008364437947381754
GCF_013889015.1,0.004328589383699798
GCF_022771785.1,0.015180202975135155
GCF_024628725.1,0.0021298070055157264
GCF_008704255.1,0.006506866037973116
GCF_011405515.1,0.040211581267807404
GCF_032092815.1,0.0008495168176131132
GCF_018502625.1,0.008450420713949004
GCF_013385335.1,0.001057887062351877
GCF_000270285.1,0.004562891669578976
GCF_024362185.1,0.013492564886187209
GCF_004114615.1,0.00769413673023146
GCF_018389385.1,0.034012146724675875
GCF_009688945.1,0.0028435709254205884
GCF_029962605.1,0.013197944278067173
GCF_946900835.1,0.0009057535034207113
GCF_022345795.1,0.0054010904188687885
GCF_000225565.1,0.011891745597662628
GCF_024205205.1,0.005782219258074461
GCF_002891905.1,0.007639130157584286
GCF_031844665.1,0.01788799829202416
GCF_004327155.1,0.0068743616739916505
GCF_010668395.1,0.014140156454298364
GCF_000485905.1,0.00221073885023399
GCF_014189455.1,0.014873453742081846
GCF_026241205.1,0.0042759717319939385
GCF_017301635.1,0.0013266099672990038
GCF_004135285.1,0.005239344568160504
GCF_900188185.1,0.00949256601683395
GCF_024971095.1,0.002315668174239914
