#assembly_accession,abundance
GCF_003019755.1,0.0018032530424722788
GCF_002163835.1,0.0019227109140643093
GCF_017352195.1,0.003394630775961546
GCF_900660435.1,0.0019779899756515824
GCF_032595875.1,0.0015758574744965362
GCF_021043935.1,0.0003805333109455767
GCF_024498215.1,0.0004841260747680509
GCF_016458825.1,0.0021141385841754535
GCF_013201935.1,0.0009401375847938367
GCF_002843565.1,0.005402995758853225
GCF_005818975.1,0.0012082810698528905
GCF_030440275.1,0.0013924785332322346
GCF_018372635.1,0.003578369500083376
GCF_003019315.1,0.0010682847109227819
GCF_003122135.1,0.005017264013222912
GCF_900660695.1,0.005183353195729848
GCF_024918975.1,0.0021510869553211815
GCF_900167035.1,0.0008852265347083149
GCF_008327825.1,0.0005650215350995059
GCF_002933315.1,0.0036959275692098276
GCF_004216495.1,0.004710809361340558
GCF_000632925.1,0.0004411254243678088
GCF_023566395.1,0.0013247438327181058
GCF_008245045.1,0.00045296366601219957
GCF_030166575.1,0.00131848029441112
GCF_002285495.1,0.0054359740443958
GCF_002688685.1,0.0033752798850558304
GCF_009827135.1,0.00109946784499369
GCF_003544855.1,0.0012618919906871224
GCF_001657685.1,0.0007497888100484309
GCF_022369475.1,0.0019046594023779352
GCF_000585195.1,0.002449322247596514
GCF_000577895.1,0.002456636405843788
GCF_013177675.1,0.0006074235049871392
GCF_027586275.1,0.002423940415467138
GCF_030437945.1,0.0030743855732293926
GCF_000270205.1,0.004419794203058001
GCF_001274875.1,0.0007359541349449022
GCF_024339025.1,0.006204439126349218
GCF_009730595.1,0.0007298780986953574
GCF_019279355.1,0.017399378934879865
GCF_024582695.1,0.0001369202837377836
GCF_027692185.1,0.001022275877053961
GCF_001746215.1,0.0003482981756991777
GCF_000008365.1,0.0005840506114605411
GCF_023585825.1,0.005188051201709727
GCF_000008405.1,0.0025537269380553904
GCF_004115815.1,0.003022667095638971
GCF_002240055.1,0.0006849716792931377
GCF_000495255.1,0.005017482481804632
GCF_900638675.1,0.01134309552817007
GCF_002101295.1,0.0013440878131445362
GCF_000340795.1,0.0005599982328865724
GCF_013297365.1,0.0008903694289929756
GCF_002736285.1,0.0023691636980343613
GCF_010365805.1,0.0011942001857605299
GCF_001038625.1,0.0023626116208960734
GCF_006459125.1,0.0001019942938700186
GCF_900683735.1,0.0010780282055513062
GCF_000724285.2,0.000450549075564107
GCF_963526765.1,0.001911743174293809
GCF_900002575.1,0.0016782945942682421
GCF_000471965.1,0.008177636765271433
GCF_000230835.1,0.0011275519286126536
GCF_018866345.1,0.0012683891699275202
GCF_030436185.1,0.0115709722732999
GCF_001866375.1,0.0004400465683099147
GCF_003015205.1,0.0016003125222700154
GCF_025947325.1,0.0016927639075549508
GCF_902385735.1,0.0038268173207280645
GCF_024160875.1,0.0005370096418634003
GCF_900090215.1,0.004399703866701241
GCF_022815905.2,0.004206637731940041
GCF_004843725.1,0.0012853276958697027
GCF_026810365.1,0.0008571749102899567
GCF_019537175.1,0.0019320335809514448
GCF_001889045.1,0.0010365705056808246
GCF_014466985.1,0.0037562145774758388
GCF_006088815.1,0.0004987043821530544
GCF_025194875.1,0.001877669228586665
GCF_016600335.1,0.0031189665576172856
GCF_008330445.1,0.0005348813434152
GCF_027111095.2,0.00043053117658369564
GCF_001865835.1,0.0039117933777341836
GCF_000530755.1,0.002568666049841009
GCF_900111065.1,0.0015899341846231248
GCF_000807225.1,0.001883878842285587
GCF_033222085.1,0.0030524870542452194
GCF_002814075.1,0.006418341971940294
GCF_000011565.2,0.0009994169750757117
GCF_017311165.1,0.0026527463228397377
