#assembly_accession,abundance
GCF_003072465.1,0.02274690257850463
GCF_900660525.1,0.007312038590838135
GCF_000517365.1,0.009530934890540702
GCF_000568715.1,0.00959968893626087
GCF_008931845.1,0.11847491792721275
GCF_002762335.1,0.006793383717160974
GCF_032059765.1,0.004087664500632669
GCF_025947245.1,0.02292347957966855
GCF_003008415.2,0.007733641687474397
GCF_025451615.1,0.0027865110037872346
GCF_014931315.1,0.01022148081678546
GCF_013112255.2,0.012551759159329021
GCF_004104045.1,0.008927055430477532
GCF_011764505.1,0.0031905680363081158
GCF_947496295.1,0.015496208655898796
GCF_010607455.1,0.004054868267616902
GCF_000241815.1,0.02133450999785901
GCF_019670105.1,0.006355856947968991
GCF_023716665.1,0.029387435642053157
GCF_024346995.1,0.017511440906390147
GCF_021484805.1,0.004232051504989192
GCF_014524545.1,0.07116511903435338
GCF_000020365.1,0.007161729488130004
GCF_002209245.2,0.010910426364984011
GCF_007904105.1,0.007602263295023388
GCF_014103115.1,0.005779953760704584
GCF_008121895.1,0.020713845844000798
GCF_026000575.1,0.010021464925708663
GCF_019457655.1,0.10902264500644507
GCF_027919895.1,0.11402844451724362
GCF_025643095.1,0.003223730528894933
GCF_000161795.2,0.014506230215691336
GCF_003584725.1,0.009783567661884183
GCF_003343285.1,0.0014635625872559779
GCF_003790505.1,0.008404976543670941
GCF_025141335.1,0.007215234729020898
GCF_002831585.1,0.04812473746977982
GCF_021083405.1,0.0016614443698249601
GCF_021496765.1,0.007613798553875731
GCF_023101685.1,0.03373108860835251
GCF_004683885.1,0.00894177619407876
GCF_027474405.1,0.027936240469937337
GCF_903989465.1,0.001741802753248573
GCF_012910985.1,0.013360587242436696
GCF_026072635.1,0.0025013198211505322
GCF_011299595.1,0.06015219959734422
GCF_019968905.1,0.024515621887384466
GCF_030345075.1,0.0023792149449867114
GCF_027497355.1,0.012761438424267342
GCF_023614235.1,0.00832313638256336
