#assembly_accession,abundance
GCF_027941775.1,0.008543061216756959
GCF_006503595.1,0.014540992458580398
GCF_900660525.1,0.047841746678524144
GCF_000026765.1,0.012209761892419452
GCF_020035435.1,0.008175319014511713
GCF_009728815.1,0.009744449734875576
GCF_009829945.1,0.034400607626321994
GCF_002804025.1,0.003954951944564099
GCF_963515885.1,0.045672160256035634
GCF_000317675.1,0.018266756652907598
GCF_947250555.1,0.014797429894967237
GCF_963513475.1,0.026542717735693652
GCF_003429245.1,0.007270797169584771
GCF_000166775.1,0.02073895931602292
GCF_030763705.1,0.005366621283259891
GCF_000016625.1,0.047530449153817024
GCF_000010405.1,0.0017003647314175676
GCF_000024105.1,0.011039308792191121
GCF_001767295.1,0.0017853388171118973
GCF_002073415.2,0.02218458588370333
GCF_900182655.1,0.042935797744498974
GCF_000527695.1,0.009827835773870745
GCF_947251665.1,0.027169228171269315
GCF_022870945.1,0.11337708578992105
GCF_910593725.1,0.0046005747974282255
GCF_030687165.1,0.006095043675625383
GCF_901538355.1,0.005465541525292021
GCF_000344805.1,0.04527834423072678
GCF_015291625.1,0.02851576390361702
GCF_004535885.1,0.006222458093365477
GCF_022387135.1,0.031165989958078188
GCF_001553605.1,0.05786717833318216
GCF_024748775.1,0.008712744286254067
GCF_014236855.1,0.03306290776066973
GCF_003150835.1,0.013494509487398795
GCF_001523915.2,0.031038636567794913
GCF_003086815.1,0.043417248570009614
GCF_001704295.1,0.008105111664221062
GCF_014843515.1,0.007451000115286766
GCF_006547045.1,0.003993124349165563
GCF_000015025.1,0.005021327601180572
GCF_000931445.1,0.012311746350825303
GCF_033343995.1,0.018953609770351654
GCF_022815465.1,0.002008814384808619
GCF_007970665.1,0.02110727138135759
GCF_009498275.1,0.003167615374518009
GCF_001941845.1,0.01228996754746548
GCF_004295505.1,0.01302619542043021
GCF_032916325.1,0.020510307656091905
GCF_002008305.4,0.0015006394620278617
