#assembly_accession,abundance
GCF_000013145.1,0.011911401781454979
GCF_022429645.1,0.006124078635903599
GCF_026274385.1,0.0047262844100991195
GCF_023585805.1,0.005362160373692309
GCF_012516495.1,0.0017097844738305002
GCF_032595555.1,0.003158316095252213
GCF_006459125.1,0.002105640413771517
GCF_000633595.2,0.0027369454799643957
GCF_000175595.1,0.0016746217922001788
GCF_014352875.1,0.0018967002356798472
GCF_026870175.2,0.01501114967680699
GCF_013781885.1,0.01729319698555732
GCF_902387555.1,0.007838689752219115
GCF_000765745.2,0.003454933789650741
GCF_019278485.1,0.014952753947038518
GCF_000804505.1,0.005951978512280539
GCF_003925975.1,0.0044766712763101525
GCF_000073005.1,0.002962531545194962
GCF_947250465.1,0.007189965705255429
GCF_918315375.1,0.002232153117475317
GCF_005405445.1,0.04196459279986577
GCF_902375705.1,0.013590371037422787
GCF_018924625.1,0.004502862530692918
GCF_022919575.1,0.002549576769485765
GCF_900475885.1,0.006723834921519766
GCF_008690195.1,0.033076520821181725
GCF_002022565.1,0.008059059386888459
GCF_003815835.1,0.010753150284806806
GCF_000317495.1,0.008444243575987427
GCF_028867355.1,0.006544000859974697
GCF_001005905.1,0.00899825450788051
GCF_008981245.1,0.017600000258030827
GCF_017498505.1,0.12209199952933587
GCF_029691405.1,0.001372053900473433
GCF_030413615.1,0.003089160322328772
GCF_020171985.1,0.019666738359943616
GCF_000007745.1,0.01777373798865153
GCF_016920955.1,0.00548395512633774
GCF_002221525.1,0.001711629733847368
GCF_018595675.2,0.0030396842364834842
GCF_001183865.1,0.002878495442016058
GCF_024029335.1,0.005119144544824918
GCF_031851795.1,0.011305462424832392
GCF_000379705.1,0.006347895764834757
GCF_030552895.1,0.009685999361753265
GCF_000495495.1,0.006770800196644374
GCF_006494715.1,0.0029585654867645707
GCF_000214825.1,0.018465568053757066
GCF_020091585.1,0.006184580546208914
GCF_900110315.1,0.004997860550175716
GCF_019880465.1,0.003188515170810204
GCF_000758645.1,0.0026108967284850615
GCF_943169825.2,0.024994872954238495
GCF_003217175.1,0.0027234022407835773
GCF_015767575.1,0.007689056855215607
GCF_011320495.1,0.0031681602461209363
GCF_900638585.1,0.005147284105295753
GCF_013890155.1,0.026013209483662075
GCF_025917315.1,0.0004317774739646122
GCF_024204685.1,0.02243406721455625
GCF_900106025.1,0.0035842798217304945
GCF_001888805.2,0.0031620635452034576
GCF_002950575.1,0.04579744683703741
GCF_000014045.1,0.016930975054217017
GCF_017850055.1,0.007321497567234256
GCF_014069575.1,0.0016892874601278278
GCF_002237595.1,0.004685231559861585
GCF_030064065.1,0.0005974641701947492
GCF_029395415.1,0.002347409839943402
GCF_946900835.1,0.03255189641153649
GCF_030294985.1,0.00647685499433609
GCF_030687495.1,0.0030925350468272617
GCF_024170305.1,0.0023498894030523593
GCF_001562275.1,0.01739078282162578
GCF_026000375.1,0.028300007705640746
GCF_014844175.1,0.006968488828042173
GCF_029203285.1,0.0016771391530327703
GCF_000737515.1,0.010482752950630997
GCF_020782825.1,0.000913594799393918
GCF_032335595.1,0.004276335553644071
GCF_028473465.1,0.007865829214356185
GCF_003293695.1,0.006796123137784337
GCF_018362975.1,0.0019515342808078043
GCF_009906855.1,0.019186420928783178
GCF_003287975.1,0.0013872620051445703
GCF_002086335.1,0.0007754908372533975
GCF_027922145.1,0.01673118682242799
GCF_901827175.1,0.00025429393918716115
GCF_947499115.1,0.005375470596136594
GCF_023277745.1,0.00585196941589102
GCF_948472415.1,0.00452557334040768
GCF_001969445.1,0.007666331639623917
GCF_009846825.1,0.0018881298025080176
GCF_027497495.1,0.001985104332385564
GCF_003208035.1,0.005931501159342797
GCF_020162095.1,0.009822614805679373
GCF_018866325.1,0.0015503893872690043
GCF_003721495.1,0.0310070266308085
GCF_000718555.1,0.005617113791661103
GCF_022695635.1,0.030313700613507445
