#assembly_accession,abundance
GCF_019396865.1,0.007988040566731079
GCF_000471965.1,0.013476920876199758
GCF_900683735.1,0.014579814474132528
GCF_027125355.1,0.010525708598706263
GCF_000495255.1,0.0022509056800083206
GCF_000277225.1,0.1206529170810596
GCF_024582775.1,0.00180506931402477
GCF_000026005.1,0.010526158626693873
GCF_940677205.1,0.08475098640260856
GCF_947251965.1,0.0038273928587823835
GCF_009901525.1,0.017465881721905573
GCF_024638035.1,0.01306632203481514
GCF_004337365.2,0.013179180898429916
GCF_025728695.1,0.027384161796242396
GCF_019904215.1,0.004253430131766085
GCF_916098255.1,0.08060564155011375
GCF_001975685.1,0.007785509335418875
GCF_003606325.2,0.01692243276063204
GCF_026547205.1,0.04789990035031419
GCF_000724775.3,0.017227933217315788
GCF_030548005.1,0.010615825498253356
GCF_030348365.1,0.06848145634710111
GCF_000091325.1,0.04124041533395553
GCF_019132795.1,0.0025243882749172116
GCF_030263915.1,0.007733961131109723
GCF_030316055.1,0.01843777478937117
GCF_030406165.1,0.01209510150263206
GCF_000020505.1,0.017909045956495236
GCF_009685175.1,0.010724481556932277
GCF_009649995.1,0.020003105434088952
GCF_014076415.1,0.00495790467099046
GCF_003312775.3,0.010473810966497096
GCF_023612255.1,0.011129357017840747
GCF_021227995.1,0.016200873067989705
GCF_030077625.1,0.002261347324587641
GCF_019645935.1,0.011342333008352808
GCF_900111385.1,0.05083616824061777
GCF_014212025.1,0.01585835461390279
GCF_005796065.1,0.023210900691067814
GCF_000270245.1,0.01663029062386825
GCF_008728835.1,0.0008347386248146894
GCF_026913165.1,0.006784621265873028
GCF_900090295.1,0.01754282316130784
GCF_023169965.1,0.022210660471451378
GCF_014253015.1,0.010792761095189988
GCF_000931445.1,0.016910147536612904
GCF_015277815.1,0.01604186671180735
GCF_002094995.1,0.0014261591758427926
GCF_003789105.1,0.007287894643996842
GCF_003234265.2,0.011327122986630404
